names,prices
"Gld 40HD39L20,40"" Inch Smart Android TV Bluetooth TV,AppStore+FREE Wall Bracket","KSh 20,999"
"CTC 26"" Inches,HD LED Digital TV,AC/DC,INBUILT DECODER+32GB FLASH DISK","KSh 10,199"
"Vision 43"" Frameless FHD Smart Bluetooth LED TV - Black + Free Wall Mount","KSh 29,999"
"Gld 40"" Inch Android TV,WI-FI,USB,HDMI PORTS,NETFLIX,YOUTUBE-BLACK","KSh 20,999"
"Vitron 43"" Inch Smart Android TV 1GBRAM,8GBROM+ 6 FREE GIFTS","KSh 27,999"
Hisense 43 Inch 4K UHD HDR Frameless Smart TV - 43A62G - 2021,"KSh 44,899"
"Vision Plus 43'' FRAMELESS 4K UHD V SERIES SMART TV,(VIDAA OS LATEST 2022 MODEL)-VP-8843KV","KSh 42,000"
"Hisense 50'' FRAMELESS 4K ULTRA HD SMART TV, BLUETOOTH HDR A7 SERIES","KSh 58,000"
"Synix 50” 4K UHD ANDROID TV,WI-FI,VOICE CONTROL,NETFLIX","KSh 49,999"
"Vitron HD 24” Inches,LED Digital TV -USB,VGA And HDMI PORTS+FREE GIFTS","KSh 11,800"
"Sony 32W600D - 32"" Smart HD LED TV - Black","KSh 35,799"
"Royal 43"" Inch SMART ANDROID TV,USB,HDMI,NETFLIX+1 YEAR WARRANTRY","KSh 27,999"
Sony 32 Inch SMART TV 32W600D + FREE 5 PORTS EXTENSION,"KSh 34,899"
"Vitron HTC3268S 32"" Inch Smart Android Tv, Netflix, Youtube","KSh 15,399"
"X96 TV Box / Android Box - 4K, 1GB Ram, 8GB Memory, Android 9.0","KSh 3,850"
Vision 32 InchFrameless HD Smart Android TV Bluetooth+FREE GIFT,"KSh 16,399"
"Vitron 32 Inch Smart TV,Android,NetFlix,Youtube,USB& HDMI PORTS","KSh 15,999"
"Vitron 40"" Inch Smart HD TV Netflix, Youtube+FREE Gifts","KSh 25,390"
,
,
,
,
,
,
,
,
"CTC 26"" Inches,HD LED Digital TV,AC/DC,USB+HDMI CONNECTIVITY","KSh 9,999"
"Samsung 65” 4K UHD CURVED TV,VOICE CONTROL,WI-FI,NETFLIX,YOUTUBE,4K HDR-65TU8300","KSh 170,000"
"Gld 40HD39L20,40"" Inch Smart Android TV Bluetooth TV,AppStore+FREE TVGuard+Extension","KSh 21,599"
TCL 43 Inch Smart Full HD Android Frameless LED TV - 43S65A,"KSh 36,499"
"Samsung 50AU7000,  50 INCH 4K UHD Smart TV, Youtube, Netflix-Black","KSh 64,599"
"Vitron 40"" Inch Smart HD TV Netflix, Youtube+FREE Gifts","KSh 25,350"
Glaze 43'' Smart Android Full HD LED TV,"KSh 24,399"
"VIXOO IN-0132ZS,32"" Inch SMART Android TV,Bluetooth,Netflix,Youtube+FREE Wall Bracket","KSh 14,999"
"Hisense 58” 4K UHD FRAMELESS SMART TV,2021 MODEL,WI-FI,NETFLIX,YOUTUBE,4K HDR-58A61G","KSh 68,990"
"CTC 23"" HD LED,Digital TV,USB+HDMI,AC/DC,Inbuilt Decoder+FREE 32GB FLASH DISK","KSh 8,999"
Mxq 4K TV Box / Android Box /Android TV Box - 4K UHD SUPPORT,"KSh 3,499"
"Vitron 40"" Inch Android TV,WI-FI,USB,HDMI PORTS,NETFLIX,YOUTUBE-BLACK","KSh 20,999"
"Samsung 40"" LED TV, FHD, Digital","KSh 39,995"
Hisense 43S4Smart Full HD Frameless LED TV -Black + FREE WALL MOUNT,"KSh 35,199"
"Vitron 32"" Inch SMART ANDROID TV,USB+HDMI PORTS,NETFLIX,YOUTUBE","KSh 15,999"
"Vitron 40"" Inch SMART Android TV,NETFLIX,YOUTUBE+TV GUARD+BRACKET","KSh 21,999"
Hisense 32A60KEN 32 Inches A6 Series Frameless Smart LED TV,"KSh 26,000"
"Sony 43W660F - 43"" Smart Full HD LED TV - HDR - Black","KSh 52,495"
Mxq Pro Tv Box 4K TV Box / Android Box / Android TV Box,"KSh 2,999"
"Vitron HTC4068S,40"" Inch Smart TV Inbuilt WIFI Netflix, Youtube","KSh 20,490"
"Vitron 32"" Inch Smart TV,Android,NetFlix,Youtube+TILT WALL BRACKET","KSh 15,999"
"Hisense 43” 4K UHD FRAMELESS SMART TV,2021 MODEL,WI-FI,NETFLIX,YOUTUBE,4K HDR-43A61G","KSh 45,000"
"Sony 55"" 55X7500F HDR Smart Android LED Ultra HD 4K TV - Black","KSh 82,995"
"EEFA 32” FRAMELESS ANDROID TV, NETFLIX, YOUTUBE","KSh 16,999"
"TCL 32'' 32S68A FULL HD ANDROID TV, NETFLIX, YOUTUBE, BLUETOOTH","KSh 22,990"
"CTC 19"" Inch,LED Digital TV,USB PORT,HDMI+32gb Flask Disk","KSh 6,420"
"Vitron 43"" Inches Smart Android TV,Youtube,Netflix 1GBRAM,8GBROM","KSh 26,688"
"Gld 40"" Inch Smart TV,Android,Youtube,USB,HDMI PORTS+HDMI CABLE+WALL BRACKET","KSh 21,999"
"TCL 32'' FRAMELESS HD ANDROID TV, NETFLIX, YOUTUBE 32S65A","KSh 22,890"
"Vitron 32"" Inch Smart TV,Android,NetFlix,Youtube+32GB FLASH DISK","KSh 15,999"
"Vitron 32"" Inch Smart Android Tv,Netflix,Youtube,Facebook + Power Surge, Aerial Cable","KSh 17,150"
"Hisense 43'' SMART TV , WI-FI,NETFLIX,YOUTUBE,4K HDR (2022) - 43S4","KSh 37,799"
"Gld 32"" Inch Frameless Smart Android TV NetflixYoutube Google Play Bluetooth+Bracket","KSh 15,499"
"Hisense 75"" A6G Series Smart Ultra HD 4K Frameless TV 2021 - Black","KSh 128,995"
"Vitron 32""Inches Smart Android TV+ FREE Aerial+Audio Cable+32GB Flash+Cap","KSh 17,099"
"Vitron HTC3268S,32 Inch Smart Android TV,Netflix,Youtube,Playstore","KSh 15,899"
"Sonar 32"" Inch Smart Android TV Netflix YouTube + FREE Aerial","KSh 15,198"
"CTC 26"" Inches,HD LED Digital TV,AC/DC,USB+HDMI +FREE 32GB FLASH DISK","KSh 10,199"
"TCL 43'' FRAMELESS FULL HD ANDROID TV, NETFLIX, YOUTUBE 43S65","KSh 38,000"
"Vitron 43 Inches SMART ANDROID TV, NETFLIX, YOU-TUBE TV","KSh 25,499"
,
,
,
,
,
,
,
,
"TCL 43'' 4K ULTRA HD ANDROID TV, VOICE CONTROL, YOU-TUBE 43P725","KSh 41,999"
"Samsung 43'' FULL HD SMART TV, BUILT-IN WI-FI, HDR, NETFLIX 43T5300","KSh 49,000"
"Vitron HD 24” Inches,LED DigitalTV -USB,HDMI,VGA-INBUILT DECODER,free Aerial,extension","KSh 11,600"
"Hisense 32” ANDROID TV, NETFLIX, YOUTUBE, BLUETOOTH 32B66","KSh 28,000"
Samsung 32 Inch Smart LED HD TV - Black,"KSh 25,499"
"LG -65"" INCH Series 4K Active HDR NanoCell Smart TV","KSh 129,999"
"Vitron 32"" Inch Smart Android TV,Netflix,Youtube","KSh 15,487"
"Gld 40"" Inch SMART Android TV,NETFLIX,YOUTUBE+EXTENSION+BRACKET","KSh 21,999"
"Itel 32""Frameless Smart Android TV + Free TV Guard","KSh 15,999"
"Hisense 65'' FRAMELESS 4K ULTRA HD SMART TV, BLUETOOTH, 65A72KEN","KSh 98,000"
"Syinix 43'' HD HDR SMART TV, WI-FI, NETFLIX, YOUTUBE","KSh 31,999"
"Skyworth 43'' FRAMELESS FULL HD ANDROID TV, NETFLIX, YOUTUBE 43TB7000","KSh 37,000"
Vitron 32 Inch Smart Android TV + FREE TV Mount & Audio Cable,"KSh 16,219"
"Hisense 50 Inch SMART ANDROID UHD 4K TV (NETFLIX, YOUTUBE,HDMI,USB)","KSh 52,990"
"Vision VP8832SF,32""inch,Frameless HD Smart Android Bluetooth TV AppStore +FREE GIFTS","KSh 17,099"
"Samsung 65'' CURVED CRYSTAL 4K ULTRA HD SMART, VOICE ASSISTANT, NETFLIX 65TU8300","KSh 173,000"
"Hisense 40"" FHD Smart Frameless TV – Black,2022 + FREE WALL MOUNT","KSh 32,999"
"Amtec 40"" Inch Full HD SMART LED TV Netflix Youtube + FREE 6 GIFTS","KSh 23,699"
"Wyinix 40"" Inch Smart Android TV WIFI Netflix, Youtube,Playstore","KSh 20,799"
Vitron 43 Inches FULLHD Smart Android TV YouTube Netflix,"KSh 27,499"
"Gld 40HD39L20,40"" Inch Smart Android TV Bluetooth +FREE TVGuard+Extension+32GB Flash","KSh 21,699"
"Amtec 43L20,43"" Inch TV SMART Android TV FHD-Netfix,Youtube","KSh 24,385"
"Vitron 24"" HD LED DIGITAL TV USB PORT+HDMI FULL SCREEN+INBUILT DECODER","KSh 11,499"
"Star X HD 22 Inches,LED Digital TV,USB PORT,32GB FLASH DISK,HDMI","KSh 7,999"
CTC 32 Inch HD Smart Android TV + Free Extension +Aerial +Flash,"KSh 17,099"
"Gld 40"" Inch SMART Android TV,WI-FI,NETFLIX,YOUTUBE+TILT BRACKET","KSh 21,699"
TCL 55C725 55'' QLED Android Frameless UHD 4K TV - 2021,"KSh 74,998"
"Samsung 65'' NEO QLED 8K SMART TV, BUILT-IN VOICE ASSISATNT, NETFLIX QA65QN800AU","KSh 545,000"
"Hisense 55'' 4K ULTRA HD SMART TV, FRAMELESS, DTS:X, YOU-TUBE 55A62G","KSh 67,000"
Samsung 75'' Neo QLED 8K SMART TV (NEW MODEL 2021) Series 8-  75QN800A,"KSh 780,000"
"Hisense 65” 4K UHD 2021 LATEST MODEL,VOICE CONTROL,WI-FI,FRAMELESS,4K HDR-65A62G","KSh 88,990"
LG 43-inch FHD Smart AI TV 43LM6370 Black 2022,"KSh 46,799"
"CTC HD LED 24"", Digital TV,USB+HDMI,32GB FLASH+Inbuilt Decoder","KSh 9,999"
Sony 32Inches Digital Tv T2 LED Full HD,"KSh 26,500"
"Amtec SMART Android TV 40"" Inch,USB,HDMI PORTS,NETFLIX,YOUTUBE+WI-FI","KSh 21,999"
"Gld 40"" Inch SMART Android TV,NETFLIX,YOUTUBE+TV GUARD+BRACKET","KSh 22,999"
"Vitron ""40"" SMART ANDROID TV -WATCH YOU-TUBE, FACEBOOK, NETFLIX ETC","KSh 24,995"
Samsung 65AU8000 65 Inch Crystal UHD 4K Smart TV (2021) - Black,"KSh 115,499"
"Gld 40"" Inch Smart Android TV WIFI Netflix, Youtube , Bluetooth","KSh 21,499"
"Nobel 55” 4K UHD ANDROID TV,FRAMELESS,WI-FI,NETFLIX,YOUTUBE-NB55UHDS","KSh 48,000"
,
,
,
,
,
,
,
,
"Nobel 50'' 4K ULTRA HD ANDROID TV, FRAMELESS, WEB BROWSER,NETFLIX, NB50UHD","KSh 43,000"
"Amtec 43L20 43"" Inch TV SMART Android TV+FREE 32GB Flash+Extension+Aerial","KSh 25,999"
"LG 43'' 4K ULTRA HD SMART TV, MAGIC REMOTE, NETFLIX 43UK6400","KSh 58,000"
Sony 75Inch Smart ANDROID 4K UHD HDR LED Tv With Google Assistant +ALEXA,"KSh 189,500"
"TCL 43'' 4K ULTRA HD ANDROID TV, MICRO DIMMING, VOICE CONTROL, YOU-TUBE 43P725","KSh 47,000"
"Gld 32"" Inch Smart TV,FRAMELESS, Wifi, Bluetooth","KSh 15,420"
"Vitron 43"" Smart Android HD TV+Free 32GB Flash+Aerial+Extension","KSh 28,499"
"Amtec 43"" Inch FHD Smart Android TV,YOUTUBE,NETFLIX,HDMI,WI-FI","KSh 23,999"
LEADSTAR Mini 7 Inch ATSC Digital Analog Television 800x600,"KSh 8,870"
"Syinix 65'' 4K ULTRA HD ANDROID TV, FRAMELESS, VOICE SEARCH 65A1S","KSh 105,000"
SYINOTEC 43Inch SMART ANDROID TV Full HD LED+ Free Wall Mount,"KSh 25,699"
"Skyworth 43"" Inch Smart Android LED TV - YouTube - Nexflix","KSh 32,499"
"Jpe 50'' 4K Frameless Smart Android 9.0 TV 1GB + 8GB, WIFI","KSh 43,500"
Apple TV 4K 32GB (One(1)Year Limited Warranty.),"KSh 32,000"
"Gld 32"" Inches Smart Android Frameless TV","KSh 16,499"
"Hisense 43” FHD SMART ANDROID TV,WI-FI,NETFLIX,NETFLIX,YOUTUBE-43B6600PA","KSh 45,000"
Hisense 55INCH SMART 4K UHD VIDAA Frameless LED TV+BLUETOOTH,"KSh 59,999"
"TRINITY TR-3258S 32"" Inches Smart Android TV Netflix Youtube Google Play+FREE Bracket","KSh 14,499"
"TCL 55C725 - 55"" QLED 4K Android Smart TV - Black","KSh 71,890"
"Hisense 75'' FRAMELESS 4K ULTRA HD SMART TV, BLUETOOTH, 75A61G","KSh 140,000"
"Samsung 65"" Class QN800A  Neo QLED 8K Smart TV (2021) - NextGen TV 65QN800A","KSh 469,995"
"Royal 43"" Inch SMART  Frameless TV Netfix, Youtube","KSh 25,499"
"Skyworth 32'' HD ANDROID TV, FRAMELESS, NETFLIX, YOUTUBE 32E20","KSh 25,000"
"Vitron 32"" Inch SMART ANDROID TV,USB+HDMI PORTS,NETFLIX,YOUTUBE+32GB FLASH DISK","KSh 15,999"
"Vitron 32"" Inch SMART ANDROID TV,USB+HDMI+FREE WALL BRACKET","KSh 15,999"
"Amtec 43"" Inch SMART ANDROID TV,USB,HDMI,NETFLIX+TILT WALL BRACKET","KSh 27,999"
"Royal 32"" Inch FRAMELESS Smart Android TV,Netflix Youtube+Free Gifts","KSh 20,800"
"Star X 22 Inch,LED Digital TV,USB PORT,HDMI +32GB FLASH DISK","KSh 7,999"
"Vitron 32"" Inch Smart Android Tv,Netflix,Youtube,Facebook FREE Gifts","KSh 17,290"
"Vitron 43"" Inch FHD Smart Android TV Netflix Youtube AppStore","KSh 28,999"
Hisense 65 Inch Smart Android 4K UHD TV + Sound Bar,"KSh 85,000"
"Hisense 55'' 4K ULTRA HD ANDROID TV, NETFLIX, BLUETOOTH 55B7206UW","KSh 77,000"
"Hisense 70"" 4K ULTRA HD SMART TV, FRAMELESS, VOICE SEARCH, BLUETOOTH, NETFLIX, 70A7100F","KSh 144,000"
"Vision VP8832SF,FRAMELESS SMART ANDROID TV,HDMI,USB,BT+FREE TVguard+Extension+32GBFLASH","KSh 17,599"
"Samsung 40'' FULL HD SMART TV, HDR, YOU-TUBE, NETFLIX 40T5300","KSh 44,000"
Sony 55Inch  SMART ANDROID 4K UHD HDR LED Google TV,"KSh 89,900"
"Vitron 32"" Inch HD Digital TV,DVBT2,USB+HDMI+32GB FLASH DISK,BLACK","KSh 14,999"
"Royal 43"" Inch FHD Smart Android TV,FRAMELESS,NETFLIX+FREE TV GUARD","KSh 27,999"
"Vitron 24” Inch,HD LED Digital TV,USB,HDMI PORT,AC/DC+INBUILT DECODER","KSh 11,499"
CTC 32 Inch LED HD Smart Android TV + Free 6 Gifts,"KSh 17,899"
,
,
,
,
,
,
,
,
Hisense 43S4Smart Full HD Frameless LED TV -Black + FREE TV GUARD,"KSh 35,999"
"Vitron 43"" Inch Full HD Smart Android TV + 2 Free Gifts","KSh 27,065"
"Wyinix WY43D19D,43""Inch Smart Android TV GooglePlaystore+ FREE Bracket","KSh 25,199"
"Samsung 32'' HD SMART TV, PURCOLOR, BUILT-IN WI-FI, NETFLIX UA32T5300UA","KSh 32,000"
"Royal 43"" Inch SMART ANDROID FRAMELESS TV,NETFLIX,YOUTUBE,BLACK+FREE 32GB FLASH DISK","KSh 27,999"
"Vitron 32"" Inch Smart Android Tv, Netflix, Youtube, Facebook +2 Free Gifts","KSh 16,740"
Samsung 43T5300 Smart Full HD HDR TV ONE YEAR WARRANTY,"KSh 44,999"
"CTC 26"" Inches,HD LED Digital TV,AC/DC+32GB FLASH DISK,INBUILT DECODER","KSh 10,299"
"Sony 50” FULL HD SMART TV, NETFLIX, YOUTUBE 50W660F","KSh 65,000"
Sony 65X80J 65'' Smart UHD 4K Android HDR (Google TV) - 2021,"KSh 115,999"
"Vitron 43” FHD SMART ANDROID LATEST TV,WI-FI,NETFLIX,YOUTUBE-HTC4388FS","KSh 33,000"
"Samsung 43” FHD SMART TV,VOICE CONTROL,WI-FI,NETFLIX,YOUTUBE,HDR-43T5300","KSh 48,500"
"Sonar SR43T81FS,43 Inch SmartAndroid TV + Free Gifts","KSh 24,999"
"Vitron 55"" Inches 4K UHD Smart Android TV","KSh 80,000"
CTC 32 Inch Smart Android Youtube/netflix,"KSh 15,998"
"Synix 43'' FULL HD ANDROID TV, VOICE CONTROL, YOU-TUBE, NETFLIX 43A51","KSh 37,000"
"TCL 40S68A 40"" FULL HD ANDROID TV, NETFLIX, YOUTUBE","KSh 32,990"
"Samsung 32” FHD SMART TV,VOICE CONTROL,WI-FI,NETFLIX,YOUTUBE,HDR-UA32T5300","KSh 30,000"
"Vitron HD 32 Inch Smart TV,Android,NetFlix,Youtube,USB& HDMI PORTS","KSh 15,999"
"SYINOTEC 43” FULL HD SMART ANDROID TV, NETFLIX, YOUTUBE 43G1000S","KSh 32,000"
"Vision 55"" 4K FRAMELESS V+ OS SMART TV, Youtube, Netflix, Showmax","KSh 51,599"
"Hisense 43'' FRAMELESS FULL HD SMART TV, NETFLIX, BLUETOOTH 43S6000F","KSh 40,000"
TCL 32 Inch 32S65A Smart HD Frameless Android TV,"KSh 20,315"
"Hisense 55'' 4K ULTRA HD ANDROID TV, FRAMELESS, 4K HDR, VOICE SEARCH, NETFLIX 55B72KEN","KSh 74,000"
"Vitron 55” FRAMELESS 4K ULTRA HD ANDROID TV, NETFLIX, YOUTUBE,1.5GBRAM, 8GBROM","KSh 49,999"
"Vision Plus 65'' FRAMELESS 4K ULTRA HD ANDROID TV, NETFLIX VP-8865K","KSh 80,000"
"TCL 65'' QLED 4K ANDROID TV, BLUETOOTH, CAMERA, NETFLIX 65C725","KSh 112,307"
Hisense 55Inch 4K UHD VIDAA Frameless  Smart LED TV,"KSh 59,999"
"Vitron 24” Inch,LED Digital TV,USB,HDMI PORT,AC/DC+INBUILT DECODER","KSh 11,499"
Hisense 43Inch SMART Full HD Frameless LED TV 43S4,"KSh 35,500"
"Hisense 43” 4K 2021 LATEST MODEL,ALEXA VOICE CONTROL,WI-FI,NETFLIX,4K HDR-43A6G","KSh 45,000"
"Syinix 43A51,Frameless 43 Inch Full HD Smart Android TV A51 Series+FREE TVGuard+Bracket","KSh 32,799"
"LG - 75""  Inch SUPER UHD 4K Smart LED TV NEW 2021 MODEL","KSh 189,999"
"Vitron 40"" Inch Smart HD TV Netflix, Youtube","KSh 24,999"
"TCL 32'' FULL HD ANDROID TV, HDR, YOU-TUBE, BLUETOOTH  32S65A","KSh 27,000"
"Vitron 40"" Inch Android TV,WI-FI,USB,HDMI PORTS,NETFLIX,YOUTUBE","KSh 20,999"
"Syinix 50″ 4K ULTRA HD ANDROID TV, NETFLIX, YOUTUBE 50T730U","KSh 49,500"
"Syinix 55'' 4K ULTRA  HD ANDROID TV, FRAMELESS, VOICE SEARCH, NETFLIX 55F1S-BLACK","KSh 78,000"
"Synix 43"" Inches Full HD Smart Android TV A20 Series 2Yrs Warranty","KSh 36,499"
"Nobel 55” FRAMELESS 4K ULTRA HD ANDROID TV, NETFLIX, NB55UHD","KSh 49,000"
,
,
,
,
,
,
,
,
"Sonar 32T88S 32"" Inch Smart Android TV Netflix Youtube GooglePlay+FREE TVGuard+Bracket","KSh 14,999"
"Gld 40"" Inch Smart TV,Android,Youtube,USB& HDMI PORTS+32GB FLASH DISK","KSh 21,990"
"Gld 40"" Inch SMART Android TV,WI-FI,USB,NETFLIX,YOUTUBE+TV GUARD","KSh 21,999"
"Syinix 50″ FRAMELESS 4K ULTRA HD ANDROID TV, NETFLIX, YOUTUBE 50A1S","KSh 49,500"
"Hisense 43S4 43inch FHD SMART TV,WI-FI,NETFLIX,YOUTUBE","KSh 35,399"
"Sony 50'' FULL HD SMAR TV, BUILT-IN  WIFI, YOU-TUBE W660F SERIES-Black","KSh 65,890"
"Royal LE3200D2-SA, 32 Inches Frameless Smart Android HD TV,Netflix,Youtube","KSh 21,999"
"Amtec 43"" SMART Android TV- FREE TO AIR CHANNELS +  WIFI Netflix,Youtube+ Wall Bracket","KSh 27,700"
"Vitron SMART Android TV 40"" Inch,WI-FI,USB,HDMI PORTS,NETFLIX,YOUTUBE","KSh 20,999"
"CTC 32"" Inch Smart Android Tv,Netflix,Youtube,Facebook+INBUILT DECODER","KSh 15,799"
"Skyworth 55” FRAMELESS 4K ULTRA HD ANDROID TV, ANDROID 10, 55UB7500","KSh 65,000"
"Vision Plus 50'' FRAMELESS 4K UHD V SERIES SMART TV,(VIDAA OS LATEST 2022 MODEL)-VP-8850KV","KSh 47,000"
"Samsung 32'' SMART TV, NETFLIX,YOUTUBE SERIES 5 -UA32T5300AU","KSh 31,000"
Samsung 75Q60A 75 Inch QLED UHD 4K Smart TV (2021) - Black,"KSh 274,995"
"Hisense 55” 4K UHD 2022 LATEST MODEL,4K HDR-55A6GL","KSh 60,499"
"Jpe E40DM 40"" Smart Android 9.0 TV WIFI Netflix, YouTube","KSh 22,699"
Sony 75X85J 75'' Smart UHD 4K Android HDR (Google TV) - 2021,"KSh 209,000"
"Vision VP8843SF,43""inch Frameless FHD Smart Android TV+Wall Bracket","KSh 31,459"
Sony 49X8000 - 49″ 4K Ultra HD With HDR Smart TV - Black,"KSh 78,495"
"Skyworth 43'' FRAMELESS FULL HD ANDROID TV, NETFLIX, YOUTUBE 43E20","KSh 38,000"
Generic CB 5 LED Cap Hat Brim Clip Lamp Head Light Headlight Headlamp Camping Hiking Hat,KSh 254
"Gld 32''Smart Android TV Inbuilt WIFI,Netflix,Youtube,bluetooth.","KSh 15,998"
"TCL 55” FRAMELESS 4K ULTRA HD ANDROID TV, VOICE CONTROL 55P725","KSh 66,000"
"Skyworth 32'' HD ANDROID TV, FRAMELESS, BLUETOOTH, YOU-TUBE 32E20","KSh 25,000"
"Royal 43"" Inch FHD Smart Android TV,YOUTUBE,FRAMELESS,HDMI,WI-FI","KSh 27,999"
"TCL 43” FRAMELESS 4K ULTRA HD ANDROID TV, VOICE CONTROL 43P717","KSh 44,000"
"Skyworth 32"" Inches FRAMELESS Smart Android TV Netflix Youtube 32E3A","KSh 20,498"
"Vision Plus 43'' FULL HD ANDROID TV, BLUETOOTH, NETFLIX, E-SHARE VP-8843SF","KSh 36,000"
"Vision 43"" Frameless Smart Android LED TV+Free Gifts","KSh 30,000"
"Samsung 32” FHD SMART TV,VOICE CONTROL,WI-FI,NETFLIX,YOUTUBE,HDR-UA32T5300","KSh 30,000"
"Gld 32"" Inch Smart TV,Android,Bluetooth,Frameless+FREE EXTENSION","KSh 15,999"
"Vitron 24 Inches, LED DIGITAL TV -USB AND HDMI PORT+ Gift","KSh 11,200"
Samsung 43'' CRYSTAL PROCESSOR 4K UHD SERIES 8 Smart TV (2021) - 43AU8100,"KSh 64,000"
"TCL 65'' QLED ULTRA HD ANDROID TV, ONKYO SOUNDBAR, 4K HDR, BLUETOOTH 65C815","KSh 150,000"
TCL 40S65A 40'' Smart Android Frameless LED TV  +  Free Wall Bracket,"KSh 31,999"
"Syinix 43'' FRAMELESS FULL HD ANDROID TV, VOICE CONTROL A20 SERIES","KSh 38,000"
"TCL 40S68A - New Model 40"" Full HD LED Smart Android TV","KSh 32,899"
"Vitron 32"" Inch Smart Android Tv,Netflix,Youtube,Facebook,Black","KSh 15,799"
"CTC 23"" LED Digital TV,USB+HDMI+Inbuilt Decoder+32GB FLASH DISK","KSh 8,999"
"TCL 32S65A,32""Inch FRAMELESS SMART ANDROID TV","KSh 22,995"
,
,
,
,
,
,
,
,
"Samsung 43'' FULL HD SMART TV, BUILT-IN WI-FI, YOU-TUBE, NETFLIX UA43T5300UA","KSh 48,500"
"Hisense 85A7500WF 85”, A7500 SERIES UHD 4K LED TV","KSh 238,000"
"Skyworth 43'' FRAMELESS FULL HD ANDROID TV, NETFLIX, YOUTUBE 43E20","KSh 48,000"
"Syinix 32'' ANDROID TV, NETFLIX, YOUTUBE 32T730","KSh 25,000"
"Vitron 50” 4K UHD ANDROID TV,VOICE ASSISTANT,WI-FI,NETFLIX,CHROMECAST-HTC5068US","KSh 45,000"
"Samsung 43” 4K CRYSTAL UHD SMART TV,ALEXA VOICE CONTROL,GOOGLE ASSISTANT-43AU7000","KSh 58,000"
"Vision 65'' FRAMELESS 4K ULTRA HD ANDROID TV, NETFLIX VP-8865","KSh 80,000"
"Hisense 32” SMART TV,WI-FI,NETFLIX,NETFLIX,YOUTUBE-32B6600PA","KSh 26,000"
"Vision 32'' HD READY ANROID TV, NEFLIX, GOOGLE PLAYSTORE-VP-8832SA","KSh 17,199"
"Hisense 43'' FRAMELESS 4K ULTRA HD SMART TV, BLUETOOTH 43A7100F","KSh 45,000"
Hisense 55 Inch Smart Android 4K UHD TV + Sub-woofer,"KSh 65,995"
"VIXOO IN-0132ZS,32"" Inch SMART Android TV,Bluetooth,Netflix,Youtube, Dolby Audio","KSh 14,799"
Hisense 40A4G Series 40'' Smart Full HD Frameless LED TV -Black,"KSh 32,500"
"Royal 43"" Inches SMART ANDROID FRAMELESS TV,USB+HDMI+FREE 32GB FLASH DISK","KSh 27,999"
Hisense 58A62GS 58'' Smart UHD 4K Frameless LED TV 2022 - Black,"KSh 74,999"
Sony 85X85J 85'' Smart UHD 4K Android HDR (Google TV) - 2021,"KSh 273,000"
"Vitron 32"" Inch Digital LED Television USB HDMI VGA","KSh 13,899"
"Amtec 32"" DIGITAL LED, Free To Air USB,VGA,RCA, AUX+ Extension &Blacket","KSh 14,900"
"Vision 50'' FRAMELESS 4K ULTRA HD ANDROID TV, NETFLIX VP-8850","KSh 48,000"
"Vitron 43"",HD Smart Android LED TV ,HDMI,USB,+ 4FREE GIFTS","KSh 27,200"
"Vision Plus 32"" Inch Frameless Smart Android TV+FREE TV Guard+Extension Cable+Cap","KSh 18,699"
"Samsung 55” 4K UHD CURVED TV,VOICE CONTROL,WI-FI,NETFLIX,YOUTUBE,4K HDR-TU8300","KSh 96,500"
"Samsung 43T5300AU, 43 Inch SMART FULL HD LED TV","KSh 47,990"
Hisense 32A60KEN – 32” Frameless Smart LED TV - Black,"KSh 23,999"
"Star X HD 22"" Inches,LED Digital TV,USB PORT,HDMI +1 YEAR WARRANTY","KSh 7,999"
"Itel 32"" HD Android Smart TV - Black With Free TV Guard","KSh 16,999"
"CTC 23"" Inches TV LED HD DIGITAL TV,AC/DC -USB AND HDMI PORTS.","KSh 8,999"
"Hisense 55'' 4K ULTRA HD ANDROID TV, BLUETOOTH,4K HDR, NETFLIX 55A72KEN","KSh 75,000"
"Vision Plus 40''FULL HD V SERIES SMART TV,(VIDAA OS LATEST 2022 MODEL)-VP-8840SV","KSh 34,000"
"Sonar SR43T81FS,43 Inch Smart Android TV Inbuilt WIFI USB,HDMI","KSh 24,400"
"Vitron HTC4068S ""40"" SMART ANDROID TV, NETFLIX, YOU-TUBE TV","KSh 20,499"
"LG 55'' OLED 4K ULTRA HD SMART TV, APPLE TV, MOTION PRO 55BX","KSh 180,000"
"TCL 50'' 4K UHD ANDROID TV, 4KHDR, BLUETOOTH, NETFLIX, WIFI -P725","KSh 58,000"
"LG 55” 4K ULTRA HD SMART TV, MAGIC REMOTE, NETFLIX 55UP77","KSh 85,000"
"CTC 19"" Inch,LED Digital TV,USB PORT,INBUILT DECODER,HDMI,AC/DC","KSh 6,220"
"Vitron 50"" Inch Frameless 4K UHD Android TV","KSh 37,590"
Hisense 43'' SMART FRAMELESS TV-,"KSh 70,000"
"Vitron 43"" Inch SMART ANDROID TV,NETFLIX,YOUTUBE,BLACK+FREE 32GB FLASH DISK","KSh 26,999"
"Vitron HD 24” Inches,LED Digital TV>>USB>>HDMI PORT+1 YEAR WARRANTY","KSh 11,499"
"Sonar 32T88S 32"" Inch SmartAndroid TV Netflix Youtube+FREE Extension+Aerial+32GBFlash","KSh 15,599"
,
,
,
,
,
,
,
,
