names,prices
"Vision Plus 32"", Frameless Smart Android LED TV","KSh 21,799"
"LG 43” 4K ULTRA HD SMART TV, MAGIC REMOTE 43UN7100","KSh 58,000"
"TCL 43'' 4K 2021 LATEST ANDROID TV,VOICE CONTROL.WI-FI,NETFLIX,4K HDR-43P725K","KSh 46,000"
TCL 40A68S 40'' Smart Android Frameless LED TV - Black,"KSh 33,999"
"Samsung 75"" 4K QLED SMART TV,ALEXA VOICE CONTROL,QUANTUM DOT,Q-SYMPHONY,WI-FI-75Q60A","KSh 295,000"
"Sony 65'' 4K UHD ANDROID TV, CHROMECAST, VOICE SEARCH, NETFLIX 65X80-BLACK","KSh 150,000"
"CTC 32"" Inch SMART Android LED TV,Netflix,Youtube+WALL BRACKET","KSh 15,990"
"Sony 75” 4K UHD LATEST ANDROID TV,ALEXA VOICE CONTROL,SMART REMOTE,WI-FI-75X8J","KSh 220,000"
"CTC 40"" Inch Smart TV,Android,Youtube,USB& HDMI PORTS+TILT WALL BRACKET","KSh 21,990"
"Sony 75'' 4K ULTRA HD(Google TV 2021)  4K HDR, NETFLIX, VOICE SEARCH- 75X80J","KSh 204,000"
"Sony 85'' 4K UHD ANDROID TV,VOICE CONTROL,WI-FI,NETFLIX,YOUTUBE,4K HDR-85X9000","KSh 380,000"
Samsung 85'' Neo QLED 4K ULTRA HD SMART TV (NEW MODEL 2021) -QA85QN85A,"KSh 760,999"
"Nobel NB43FHD  55” FULL HD ANDROID TV, NETFLIX, YOUTUBE, GOOGLE PLAY STORE, IN-BUILT WI-FI","KSh 55,000"
"AILYONS 32"" Inches HD Digital TV,DVBT2,USB+HDMI,INBUILT DECODER+32GB FLASH DISK","KSh 14,999"
"Gld 40"" Inches Smart  Android TV+FREE Extension Cable+TV Guard+Cap","KSh 22,399"
"Hisense 55'' 4K ULTRA HD SMART TV, BLUETOOTH, 4K HDR, NETFLIX 55A7100F","KSh 66,000"
"Vitron 32"" Inches HD Digital TV,USB+ 2 HDMI PORTS+INBUILT DECODER","KSh 13,599"
"Sony BRAVIA 65"" KD-65X80J Smart TV X80J Series  4K UHD Google TV","KSh 116,995"
Hisense 55U7G 55'' 4K ULED Smart TV U7G Series 2022,"KSh 79,000"
"Skyworth 55"" 4K UHD ANDROID TV,VOICE CONTROL,WI-FI,NETFLIX,YOUTUBE-55G3A","KSh 63,000"
"Vision 43'' FULL HD ANDROID TV, NETFLIX, YOU-TUBE","KSh 45,000"
"Syinix 65'' 4K ULTRA  HD ANDROID TV, FRAMELESS, VOICE SEARCH, NETFLIX F20-BLACK","KSh 118,000"
"Samsung 55"" 4K QLED SMART TV,ALEXA VOICE CONTROL,QUANTUM DOT,Q-SYMPHONY,WI-FI-55Q60A","KSh 130,000"
Hisense 43A6000F Frameless Smart FHD LED TV - Black Model 2020,"KSh 47,999"
"Vision Plus 43'' FULL HD ANDROID TV, BLUETOOTH, NETFLIX VP-8843SF","KSh 37,000"
"Skyworth 43'' FRAMELESS FULL HD ANDROID TV, NETFLIX, YOUTUBE 43TB","KSh 37,000"
"Star X HD 22” Inches,LED Digital TV>>USB,HDMI PORT+INBUILT DECODER","KSh 7,999"
"Samsung 43'' CRYSTAL 4K ULTRA HD SMART TV, NETFLIX 43AU80 (2021)","KSh 72,000"
,
,
,
,
,
,
,
,
"Vitron 4368FS 43"" Smart TV - Black","KSh 29,900"
"Star X HD LED 22"", Digital TV,USB+HDMI,32GB FLASH+Inbuilt Decoder","KSh 7,999"
TCL 50P725 Smart Android 4K  + Wall Bracket,"KSh 56,990"
"Samsung 40'' FULL HD SMART TV, NETFLIX,YOUTUBE -UA40T5300AU","KSh 43,000"
"CTC HD 23 Inches,LED Digital TV,USB PORT,HDMI+Inbuilt Decoder","KSh 8,999"
"CTC HD 26 Inch,LED Digital TV,USB PORT,HDMI+Inbuilt Decoder","KSh 9,999"
"TCL 40S68A - New Model 40"" Full HD  Smart Android TV","KSh 33,890"
Sony 49 Inch 49X7500H HDR Smart Android LED Ultra HD 4K TV,"KSh 89,000"
Samsung QA65Q60AAU 65″ QLED UHD 4K Smart TV (2021),"KSh 165,000"
"VIXOO 32"" Inch SMART Android TV,Frameless,Netflix,Youtube,USB,HDMI","KSh 16,590"
"Vitron 43"" Inch Full HD Smart Android TV + 3 Free Gifts","KSh 27,365"
"CTC 23"" Digital LED Tv With FREE TO AIR CHANNELS-HDMI &USB PORT.","KSh 8,999"
"TCL 55'' 4K ULTRA HD ANDROID TV, BLUETOOTH, 4K HDR, 55P725","KSh 63,259"
"Hisense 65'' 4K UHD ANDROID TV,BLUETOOTH,VOICE SEARCH,HDR-65X8500","KSh 170,000"
"Hisense 65'' 4K ULTRA HD SMART TV, BLUETOOTH, VOICE SEARCH 65A7100F","KSh 105,000"
"CTC HD LED 23"", Digital TV,USB+HDMI,32GB FLASH+Inbuilt Decoder","KSh 8,999"
"MCTV 43'' FULL HD SMART ANDROID TV, WI-FI, NETFLIX, YOU-TUBE","KSh 36,000"
"TCL 32'' FRAMELESS FULL HD ANDROID TV, NETFLIX, YOUTUBE","KSh 21,999"
"Vision 40"" Full HD V+ OS SMART TV+ FREE WALL MOUNT,TV GUARD","KSh 25,499"
Sharp 4T-C55DL6NX  55'' Smart UHD 4K - Black,"KSh 78,900"
SYINOTEC 43Inch SMART ANDROID TV Full HD LED,"KSh 25,499"
"TCL 32S65A Smart HD Frameless Android TV, YouTube, Netflix","KSh 22,499"
Hifinit 32 Inch Frameless Android Smart HD LED TV - Black,"KSh 21,999"
"Vision 43” 4K ULTRA HD SMART TV, FRAMELESS, BLUETOOTH, NETFLIX VP-8843KV","KSh 40,000"
"Sony "" 85"" 85X9000H HDR Smart Android LED Ultra HD 4K TV - Black","KSh 317,000"
"TCL 43” 4K UHD ANDROID TV,WI-FI,NETFLIX,ALEXA VOICE CONTROL-43P718","KSh 45,000"
"Hisense 43'' 4K ULTRA HD ANDROID TV, BLUETOOTH, AMAZON PRIME 43A72KEN","KSh 56,000"
"TCL 55p725 -  55"" 4K HDR Android Smart TV - Black","KSh 63,995"
"CTC HD 26"" Inch,LED Digital TV,USB PORT,HDMI PORT","KSh 9,999"
"CTC CTC40SCH,40"" Inch Smart Android 9.0 TV 1GB RAM 8GB ROM","KSh 20,796"
"Sony 43'' 4K ULTRA HD ANDROID TV, X-REALITY PRO, NETFLIX X70","KSh 68,000"
Sony 65X90J BRAVIA XR 4K Ultra HDR Smart TV (Google TV),"KSh 188,900"
Hisense 43 Inch 4K UHD HDR Frameless Smart TV - 43A62G - 2022,"KSh 44,790"
"VIXOO IN-0132ZS,32"" Inch SMART Android TV,Bluetooth,GooglePlay + FREE GIFTS","KSh 15,999"
Hisense 40 Inch Smart  TV - LED Android Full HD,"KSh 38,995"
Vision 32″ Frameless Smart Android TV + Free Wall Mount,"KSh 17,995"
"Vitron 43"" Inch SMART Android TV FULL HD-Netfix+Youtube + 2 FREE Gifts","KSh 26,900"
"TCL 55'' 4K ULTRA HD ANDROID TV, BLUETOOOTH, YOU-TUBE 55P618","KSh 68,000"
"Sony BRAVIA - 40W650D - 40"" - Full HD  Digital Smart TV - Black","KSh 150,000"
"Sony 85'' 4K UHD ANDROID TV,VOICE CONTROL,NETFLIX,YOUTUBE-85X9000","KSh 400,000"
,
,
,
,
,
,
,
,
"Vitron 32"" Inch Smart TV,Android,NetFlix,Youtube+FREE EXTENSION","KSh 15,999"
"Nobel 50” FRAMELESS 4K ULTRA HD ANDROID TV, NETFLIX, NB50UHD","KSh 43,000"
Skyworth 32 Inch 32E20 LED Smart Android Frameless HD TV + WALL BRACKET,"KSh 21,299"
"Royal 43 Inch SMART Frameless , Android TV Full HD USB HDMI","KSh 28,499"
"Sony 65” 4K OLED ANDROID TV,ALEXA VOICE CONTROL,WI-FI,NETFLIX-65A9G","KSh 570,000"
"Syinix 55'' 4K ULTRA HD ANDROID TV, FRAMELESS, VOICE SEARCH  55A1S","KSh 64,000"
"Vitron 43"" Inches Smart Android TV,Youtube,Netflix 1GBRAM,8GBROM","KSh 26,400"
"Sony 85'' 4K UHD ANDROID TV, CHROMECAST, VOICE SEARCH, NETFLIX 85X80-BLACK","KSh 350,000"
"Hisense 43” FHD 2021 LATEST SMART TV,FRAMELESS,BLUETOOTH REMOTE,WI-FI,NETFLIX-43A4GKEN","KSh 42,000"
"Vitron 40"" Inch Smart TV,Android,Youtube,USB& HDMI PORTS+WI-FI ACCESS","KSh 20,999"
"Infinix X1 32"" Inch FRAMELESS Smart AndroidTV,In-Built Wi-Fi","KSh 21,499"
"Royal & Awesome Royal Frameless 43"" TV SMART Android TV FHD-Netfix,Youtube + 4 GIFTS","KSh 26,400"
"Gld 40"" Inches Smart TV+FREE 32GB Flash Disk+TV Guard+Extension Cable","KSh 22,899"
"Hisense 32'' HD READY SMART TV, ONE TOUCH ACCESS, WI-FI, NETFLIX 32A6A","KSh 27,000"
"LG - 75""  Inch SUPER UHD 4K Smart LED TV NEW 2021 MODEL","KSh 189,999"
"Gld 32"" Inches Frameless Smart Android TV+FREE  32GB Flash+Aerial+Audio Cable+Cap","KSh 17,099"
"Sony 85'' 4K UHD ANDROID TV,VOICE SEARCH,YOUTUBE-85X8000-BLACK","KSh 360,000"
"TCL 43"" Inch Smart ANDROID TV Googleplay,Netflix,WIFI","KSh 45,999"
"Vitron 40"" Inch SMART Android TV,WI-FI,USB,NETFLIX,YOUTUBE+TV GUARD","KSh 21,999"
"Vitron SMART Android TV 43"" Inch,NETFLIX,YOUTUBE+TILT WALL BRACKET","KSh 27,999"
Generic CB Umbrella Net Fishing Net Fish Umbrella Cage Automatic Folding Fish Net,"KSh 1,760"
Vitron HTC4368FS - 43'' SMART TV FULL HD-BLACK +FREE PHONE,"KSh 25,999"
"Vitron 43” FHD SMART ANDROID TV,WI-FI,NETFLIX,YOUTUBE-HT4368FS","KSh 32,000"
"TCL 55'' QLED ULTRA HD 4K ANDROID TV, BLUETOOTH, 4K HDR, WI-FI, NETFLIX 55C715","KSh 87,000"
"Royal 32 Inches Frameless Smart HD TV,Netflix,Youtube","KSh 19,989"
Sony 65X80J 65'' Smart UHD 4K  HDR (Google TV) - 2021,"KSh 117,900"
Samsung 43AU8000 43 Inch Crystal UHD 4K Smart TV (2021) - Black,"KSh 58,989"
"Vision Plus VP8832SF,32""inch Frameless HD Smart Android TV Bluetooth","KSh 25,000"
"Skyworth 55'' 4K ULTRA HD ANDROID TV, FRAMELESS, NETFLIX, BLUETOOTH 55SUC9300","KSh 67,000"
"Vitron HD 24” Inches,LED Digital TV-USB-HDMI PORT+32GB FLASH DISK","KSh 11,498"
Vision Plus 32SF-32″ Frameless Smart Android TV + Free Wall Mount,"KSh 17,299"
"Sony 65” OLED 4K ULTRA HD ANDROID TV NETFLIX, VOICE CONTROL 65A9G","KSh 350,000"
"Sonar 40 Inches Smart Android TV Inbuilt WIFI USB,HDMI","KSh 23,889"
"Amtec 43"" Inch TV SMART Android TV+FREE 32GB Flash+Extension+TV Guard","KSh 27,899"
"Hisense 58'' 4K ULTRA HD SMART TV, FRAMELESS, NETFLIX, BLUETOOTH 58A6G","KSh 74,000"
"Hisense 70'' 4K ULTRA HD SMART TV, FRAMELESS, BLUETOOTH 70A7100F","KSh 105,799"
"LG 65"" 65UP7750 UHD 4K HDR WebOS Smart AI ThinQ Frameless","KSh 106,599"
TCL 32S68A 32 Inch Frameless AI Smart Android LED TV,"KSh 21,399"
"Sonar 32"" Inch Smart Android TV + FREE TV Mount & Extension Cable","KSh 15,282"
TCL 50P725 50'' Smart UHD 4K Android Frameless With Dolby,"KSh 59,999"
,
,
,
,
,
,
,
,
"CTC 40"" Inch Smart TV,Android,Youtube,USB& HDMI PORTS+WALL BRACKET","KSh 21,990"
"Vitron 32"" Inch HD SMART Android LED TV,Netflix,Youtube+INBUILT WI-FI","KSh 16,999"
"Amtec 43"" Inch FHD Smart Android TV,YOUTUBE,NETFLIX+FREE TV GUARD","KSh 26,999"
"Sony 55"" 55X8000H HDR Smart Android LED Ultra HD 4K TV - Black","KSh 105,000"
"Vision 55'' 4K Frameless Smart TV + Free Wall Bracket, LATEST 2022","KSh 52,999"
"Amtec 32"" Inch SMART Android LED TV,Netflix,Youtube+TV GUARD&WALL BRACKET","KSh 16,390"
Vision 32″ Frameless Smart Android TV + 3 Free Gifts,"KSh 18,499"
"Vision 32 Inch,Smart Android TV,Frameless + FREE Gifts","KSh 19,490"
LG 55'' 55UP7550 UHD 4K TV HDR WebOS Smart AI HinQ - 2022,"KSh 79,997"
CTC 32'' Inch LED HD Smart Android TV + TV GUARD   32A06S,"KSh 15,799"
Vitron 32 Inch Frameless Digital Tv DVBT2,"KSh 19,899"
"Sonar 40 Inch Smart Android TV Inbuilt WIFI USB,HDMI WIFE NETFLIX","KSh 23,499"
Sony 65Inch SMART ANDROID 4K UHD HDR LED GOOGLE Tv+ALEXA,"KSh 115,990"
LG 55NANO75 55'' Nanocell WebOS Smart UHD 4K LED TV - Black,"KSh 105,500"
"Skyworth 55'' 4K ULTRA HD ANDROID, INFINITY SCREEN, BLUETOOTH, NETFLIX-BLACK","KSh 67,000"
"Syinix 55″ FRAMELESS 4K ULTRA HD ANDROID TV, NETFLIX, YOUTUBE 55A1S","KSh 65,000"
TCL 75INCH SMART 4K QLED Android UHD HDR LED TV FRAMELESS,"KSh 199,000"
"TRINITY TR-3258S 32"" Inch Smart Android TV Netflix Youtube Google Play+FREE GIFTS","KSh 15,499"
"Samsung 55” 4K CRYSTAL UHD LATEST SMART TV,ALEXA VOICE CONTROL,GOOGLE ASSISTANT-55AU8000","KSh 96,500"
"Sonar 43T88FS,43"" Inch Smart Android TV Googleplay +FREE TV Guard+Extension+32GB Flash","KSh 24,999"
"Samsung 40'' FULL HD SMART TV, HDR, BUILT-IN WI-FI, NETFLIX UA40T5300UA","KSh 44,000"
"TCL 55'' QLED 4K ULTRA HD ANDROID TV, ONKYO SOUND BAR 55C815","KSh 90,000"
"Nobel NB32HDS,32"" Inch Frameless Smart Android Bluetooth TV 1GBRAM/8GBROM+FREE Bracket","KSh 17,250"
"TCL 43'' 4K ULTRA HD ANDROID TV, VOICE CONTROL, 4K HDR, BLUETOOTH 43P716","KSh 47,000"
"Hisense 55” 4K UHD 2022 LATEST MODEL,4K HDR+ FREE GUARD","KSh 58,999"
"Hisense 40A4G 40″ Smart Frameless LED TV, Youtube, Netflix-Black","KSh 33,299"
"Skyworth 50'' 4K ULTRA HD ANDROID, BLUETOOTH, VOICE CONTROL 50SUC9300","KSh 59,000"
"Samsung 55'' NEO QLED 4K SMART TV, AMBIENT MODE, BLUETOOTH, NETFLIX QA55QN85AA","KSh 225,000"
"Amtec 43"" Inch TV SMART Android TV FHD-Netfix,Youtube","KSh 23,999"
"Syinix 55'' 4K ULTRA HD ANDROID TV, FRAMELESS, BLUETOOTH, VOICE SEARCH  55A1S-BLACK","KSh 67,000"
"Hisense 55"" 4K 2022 LATEST SMART TV,FRAMELESS,VOICE CONTROL,WI-FI,NETFLIX-55A6GKEN","KSh 65,000"
"LG 43” 4K UHD SMART TV,MAGIC REMOTE,WI-FI,NETFLIX-43UN7340PVC","KSh 65,000"
"Sony 55"" 55X7500H HDR Smart Android LED Ultra HD 4K TV - Black","KSh 85,399"
TCL 32S65A SMART ANDROID FHD TV,"KSh 23,999"
"VIXOO Frameless IN-0132ZF,32"" Inch SMART Android TV,Bluetooth,Netflix,Youtube,Decoder","KSh 15,899"
TCL 43P725 43'' Smart UHD 4K Android With Dolby Experience 2022,"KSh 41,899"
"Hisense 58” 4K UHD 2021 LATEST MODEL,VOICE CONTROL,WI-FI,FRAMELESS,4K HDR-58A61G","KSh 70,000"
"Gld 32"" Inch Smart TV,FRAMELESS, + FREE Extension Cable, TV Guard, Flash Disk","KSh 16,496"
"Itel 32 Inch,HD LED Digital TV AC/DC Inbuilt Decoder HDMI USB","KSh 16,993"
"Generic 14"" ~ 42"" Screen HDTV Wall Mount TV Flat Panel Fixed Mount","KSh 3,770"
,
,
,
,
,
,
,
,
"Aiwa 55” 4K ULTRA HD SMART ANDROID TV, NETFLIX, YOUTUBE 55H35","KSh 60,000"
"Vitron 32"" Inch Smart Android TV,Netflix,Youtube, FREE Power Surge+Wall Mount+Extension","KSh 17,150"
"Glaze 43"" Inch SMART ANDROID TV,NETFLIX,YOUTUBE+FREE HDMI CABLE","KSh 26,999"
"Vitron 32"" Inch HD SMART Android TV,Netflix,Youtube+INBUILT DECODER","KSh 15,790"
"Syinix 75'' 4K ULTRA HD ANDROID TV, FRAMELESS, NETFLIX 75A1S","KSh 176,000"
"VIXOO Frameless IN-0132ZF,32 Inch SMART Android TV, Bluetooth +FREE TV Guard+Extension","KSh 16,299"
"Samsung 55'' CURVED CRYSTAL 4K ULTRA HD SMART TV, VOICE ASSISTANT, YOU-TUBE 55TU8300","KSh 105,000"
"TCL 32"" Inch FRAMELESS SMART ANDROID TV ,Netflix,ChromeCast","KSh 21,999"
"SYINOTEC 43"" FHD Android Smart, YOUTUBE , NETFLIX,  SMART","KSh 26,870"
"TRINITY TR-3258S 32"" Inch Smart Android TV Netflix Youtube Google Play+FREE TV Guard","KSh 14,699"
"Samsung 85'' CRYSTAL 4K ULTRA HD SMART TV, AMBIENT MODE, HDR, NETFLIX 85AU8000U","KSh 347,999"
"Syinix 43'' FRAMELESS FULL HD ANDROID TV, VOICE CONTROL A20 SERIES","KSh 36,000"
"Sonar 32T88S 32"" Inch SmartAndroid TV Netflix Youtube+FREE TVGuard+Extension+32GBFlash","KSh 15,599"
"Itel G322 Series,32""Inch  Smart Android TV With Bluetooth","KSh 21,499"
Generic CB Bicycle Spoke Light Mountain Bike Willow Wire Light Wind Hot Wheel Light,KSh 195
"Vitron 40"" Inch SMART Android TV,NETFLIX,YOUTUBE+TV GUARD+EXTENSION","KSh 21,999"
"Samsung 65” 8K QLED SMART TV,ALEXA VOICE CONTROL,Q-SYMPHONY,QUANTUM DOT-QA65QN800AA","KSh 600,000"
"TRINITY TR-3258S 32"" Inch Smart Android TV Netflix Google Play+FREE TV Guard+Bracket","KSh 14,999"
"Vitron 32"" Inch HD LED Digital TV,USB+HDMI,DECODER+WALL BRACKET","KSh 14,999"
"Glaze SMART Android TV 43"" Inch,WI-FI,NETFLIX,YOUTUBE+FREE HDMI CABLE","KSh 26,999"
"Vitron 32"" Inch SMART Android LED TV,Netflix,Youtube+FREE FLASH DISK","KSh 15,790"
"Vitron 43"" Inch FHD Smart Android TV,YOUTUBE,NETFLIX+1 YEAR WARRANTY","KSh 28,999"
"TCL 43” FRAMELESS 4K ULTRA HD ANDROID TV, VOICE CONTROL 43P725","KSh 46,000"
"TCL 55'' QLED ANDROID TV,ALEXA VOICE CONTOL,ONKYO SOUNDBAR,NETFLIX-55C815","KSh 88,000"
"Vitron 32"" Inch Smart Android Tv,Netflix,Youtube,Facebook,Black+FREE WALL BRACKET","KSh 15,900"
"Skyworth 55” FRAMELESS 4K ULTRA HD ANDROID TV, YOU-TUBE, 55SUC9300","KSh 69,000"
"Hisense 55'' QLED 4K ULTRA HD ANDROID TV, NETFLIX, YOUTUBE AMAZON U7","KSh 85,000"
Samsung 75 Inches QN800A Neo QLED 8K Smart TV (2021) 75QN800A,"KSh 649,995"
"Amtec 32"" Inch Smart TV 1GB DDR,8GB RAM,4-CORE LED TV ANDR","KSh 15,399"
"Vitron 40"" Inch SMART Android TV,WI-FI,NETFLIX,YOUTUBE+TILT BRACKET","KSh 21,999"
Vitron HTC 4368S - 43'' SMART Android TV FULL HD-BLACK,"KSh 49,999"
"Amtec 43"" Inch SMART ANDROID TV,USB,HDMI,NETFLIX+BRACKET+TV GUARD","KSh 27,699"
"Vitron 40"" Inch Smart TV,Android,Youtube,USB& HDMI PORTS+WIFI ACCESS+FREE TV GUARD","KSh 21,990"
"Aiwa 43'' FHD SMART ANDROID TV, NETFLIX, CHROMECAST, YOU-TUBE JH43DT700S","KSh 34,000"
"LG 55” 4K ULTRA HD SMART TV, TRUE COLOR, 4K HDR, NETFLIX 55UN7440","KSh 92,000"
"Aiwa 55” 4K ULTRA HD SMART ANDROID TV, CHROMECAST, NETFLIX, YOU-TUBE 55H35","KSh 63,000"
"Syinix 65'' 4K ULTRA  HD ANDROID TV, BLUETOOTH, VOICE SEARCH, NETFLIX 65F1S-BLACK","KSh 115,000"
"Sony 85'' 4K ULTRA HD ANDROID TV, NETFLIX, YOUTUBE 85X8000","KSh 315,000"
"LG 85'' 4K ULTRA HD SMART TV, MAGIC REMOTE, NETFLIX 86UN8080","KSh 490,000"
Hisense 55'' Smart Full HD  LED TV,"KSh 59,999"
,
,
,
,
,
,
,
,
"Samsung 65'' CRYSTAL 4K ULTRA HD SMART CURVED TV, VOICE ASSISTANT, YOU-TUBE 65TU8300","KSh 175,000"
"Sony 49 "" Smart Android Ultra HD 4k LED TV – 49X7500H","KSh 74,999"
"Hisense 43'' FRAMELESS 4K ULTRA HD SMART TV, BLUETOOTH 43A61","KSh 45,000"
"Hisense 70” 4K ULTRA HD ANDROID TV,WI-FI,NETFLIX,BLUETOOTH-70B7200","KSh 120,000"
CTC 32'' Inch CTC LED HD Smart Android TV,"KSh 15,800"
"Vitron 32 Inch SMART Android LED,NetFlix,Youtube+32GB FLASH DISK,USB& HDMI PORTS","KSh 15,999"
"Glaze 43"" Inch SMART ANDROID TV,NETFLIX,YOUTUBE+WALL BRACKET+GUARD","KSh 26,999"
"Royal Frameless ,39 Inch SMART Android TV, Netfix,Youtube+ Free Gifts","KSh 22,999"
"TCL 50'' 4K ULTRA HD ANDROID TV, VOICE CONTROL, YOU-TUBE 50P725","KSh 64,000"
"Hisense 43'' FRAMELESS 4K ULTRA HD SMART TV, BLUETOOTH A7 SERIES","KSh 45,000"
Skyworth 43TB7000 - 43” - Smart Android TV – Black,"KSh 39,000"
"EEFA 32” FRAMELESS ANDROID TV, NETFLIX, YOUTUBE D32N218S","KSh 21,000"
"Amtec 43"" SMART Android TV- INBUILT DECORDER+ WIFI Netflix,Youtube","KSh 27,900"
"LG 55'' NANOCELL 4K UHD SMART TV, VOICE SEARCH, BLUETOOTH, NETFLIX 55NANO80","KSh 109,000"
"Samsung 55'' CRYSTAL 4K ULTRA HD SMART TV, NETFLIX 55AU80 (2021)","KSh 90,000"
"Syinix 55'' 4K ULTRA HD ANDROID TV, BLUETOOTH, VOICE CONTROL 55A1S","KSh 67,000"
"Hisense 50” 4K UHD ANDROID TV,ALEXA VOICE CONTROL,BUILT-IN WI-FI,2020 MODEL-50A72KEN","KSh 66,000"
"Vitron 40"" Inch Smart TV,Android,Youtube,USB& HDMI PORTS+WALL MOUNT&TV GUARD","KSh 21,999"
"TCL 43” FRAMELESS 4K ULTRA HD ANDROID TV, VOICE CONTROL 43P715","KSh 44,000"
Hisense 85 Inch Smart UHD 4K Frameless - HDR - Bluetooth - 85A7500,"KSh 323,000"
"TCL 32"" FULL HD ANDROID TV FRAMELESS","KSh 22,499"
"CTC 40"" Inch Smart TV,Android,Youtube,USB,HDMI PORTS+HDMI CABLE+WALL BRACKET","KSh 21,999"
"Samsung 43'' 4K Crystal ULTRA HD (2021) Series 7 SMART TV, Netflix,Primevideo-43AU7100","KSh 66,000"
"Vision Plus 32"", SMART TV – Black + FREE WALL MOUNT","KSh 16,199"
Samsung 55AU7100 55'' UHD 4K Smart TV (2021),"KSh 73,999"
"EEFA 43” FRAMELESS FULL HD ANDROID TV, NETFLIX, YOUTUBE","KSh 34,490"
"CTC HD 23 Inches,LED Digital TV,USB PORT,HDMI+32GB FLASH DISK","KSh 8,999"
"Aiwa 55'' 4K ULTRA HD SMART ANDROID TV, VOICE CONTROL, YOU-TUBE 55H35","KSh 61,000"
"Vitron SMART Android TV 40"" Inch,USB,HDMI PORTS,NETFLIX,YOUTUBE+WI-FI","KSh 20,999"
"VIXOO Frameless IN-0132ZF,32 Inch SMART Android TV, Bluetooth +FREE Power Extension","KSh 15,999"
"LG 55NANO86VPA - 55"" SUPER UHD 4K Smart LED TV NEW MODEL","KSh 171,400"
"Nobel 43” FRAMELESS FULL HD ANDROID TV, NETFLIX, YOUTUBE NB43","KSh 32,000"
"Vitron 32"" Inch Smart Android Tv,Netflix,Youtube,Facebook+Free Gifts","KSh 17,390"
Amtec 32 Inch  Smart Android TV+FREE TV Guard+2GB Flash Disk,"KSh 16,885"
"Skyworth 55'' 4K ULTRA HD ANDROID, BLUETOOTH, VOICE CONTROL 55SUC9300","KSh 68,000"
"Hisense 43'' FULL HD SMART TV, WEB BROWSER, NETFLIX, DTS:X, 43A4GKEN","KSh 42,000"
"TCL 75'' QLED MINI LED 4K TV, VOICE CONTROL, ONKYO AUDIO, NETFLIX 75C825","KSh 314,000"
"Sony 50” FULL HD SMART TV, NETFLIX, YOUTUBE 50W660F","KSh 65,000"
"Vision 43” 4K ULTRA HD SMART TV, FRAMELESS, BLUETOOTH, NETFLIX VP-8843KV","KSh 40,390"
"Sony 55 "" Smart Android Ultra HD 4k LED TV – 55X7500H","KSh 85,799"
,
,
,
,
,
,
,
,
"Vision Plus 32” FRAMELESS ANDROID TV, NETFLIX, YOUTUBE VP-8832SA","KSh 22,000"
"Sony 300W DVD HOMETHEATRE SYSTEM,5.1 CH-DAV-TZ140","KSh 18,000"
"Gld 40"" Inch Smart TV,Android,Youtube,USB,HDMI PORTS+WIFI ACCESS","KSh 20,499"
"Royal HD 32 Inches,LED Digital TV,USB PORT,HDMI +1 YEAR WARRANTY","KSh 15,699"
"Vision PLUS 65'' FRAMELESS 4K UHD ANDROID TV, NETFLIX VP-8865K","KSh 85,000"
"TCL 32'' FULL HD ANDROID TV, WI-FI, YOU-TUBE, BLUETOOTH  32S65A","KSh 27,000"
"TCL 50'' 4K ULTRA HD ANDROID TV, 4KHDR, BLUETOOTH, NETFLIX, 50P617-BLACK","KSh 62,000"
"Samsung 55'' QLED 4K SMART TV, ONE REMOTE CONTROL, BLUETOOTH 55Q60A","KSh 130,000"
"Vitron 32"" Inch Smart Android TV,Netflix,Youtube,Playstore","KSh 17,600"
"Vision VP8832SF,32""inch,Frameless HD Smart Android Bluetooth TV AppStore +FREE TVGUARD","KSh 16,799"
"Samsung 55'' QLED 4K SMART TV, ONE REMOTE CONTROL, YOU-TUBE QA55Q60A","KSh 132,000"
"Sonar 32T88S 32"" Inch Smart Android TV Netflix Youtube Google Play+FREE TV Guard","KSh 14,899"
"Hisense 55'' FRAMELESS 4K ULTRA HD SMART TV, NETFLIX, A7 SERIES","KSh 68,000"
"LG 75” 4K UHD SMART TV,VOICE CONTROL,MAGIC REMOTE,2020 MODEL-75UN7180","KSh 175,000"
"Hisense 43” FULL HD ANDROID TV, NETFLIX, YOUTUBE 43B6600","KSh 43,000"
"Vision Plus 65'' FRAMELESS 4K ULTRA HD ANDROID TV, NETFLIX VP-8865KA","KSh 80,000"
"Aiwa 43” SMART ANDROID TV, MIRACAST, NETFLIX, YOUTUBE JH43DT700S","KSh 32,000"
"Visio 65'' FRAMELESS 4K ULTRA HD ANDROID TV, NETFLIX VP-8865KA","KSh 80,000"
Amtec 32'' Inch Smart Android TV + FREE Aerial& Clips,"KSh 22,500"
"Vitron 40"" Inch Smart TV Inbuilt WIFI Netflix, Youtube+Free Gifts","KSh 25,299"
"Vitron 32"" Inch Smart Android Tv,Netflix,Youtube,Facebook+ Free Gifts","KSh 16,990"
"Hisense 49'' FULL HD SMART TV, NETFLIX, BLUETOOTH, YOUTUBE 49N2170PW","KSh 58,000"
Sony 55X85J 55'' Smart UHD 4K Android HDR (Google TV),"KSh 115,888"
"TCL 43'' FULL HD ANDROID TV, BLUETOOTH, NETFLIX, HDR 43S6800","KSh 42,000"
Sony 65X80J 65'' Smart UHD 4K Android HDR (Google TV),"KSh 128,999"
